SID,response,entry,entry_number,response_times
0GMT2ITP,loon,loon,32,3879.7
0GMT2ITP,bald eagle,bald eagle,33,1152.4
0L28O7LJ,squirrel,squirrel,1,2567.5
0L28O7LJ,bear,bear,2,649.7
0L28O7LJ,dog,dog,3,790.1
0L28O7LJ,cat,cat,4,693.6
0L28O7LJ,parrot,parrot,5,3616.4
0L28O7LJ,dolphin,dolphin,6,2032.8
0L28O7LJ,whale,whale,7,1950.5
0L28O7LJ,possum,possum,8,2350.1
0L28O7LJ,raccoon,raccoon,9,2307.3
0L28O7LJ,bunny,bunny,10,2559.2
0L28O7LJ,foc,fox,11,3066.1
0L28O7LJ,fox,fox,12,1176.8
0L28O7LJ,coyote,coyote,13,2107.1
0L28O7LJ,polar bear,polar bear,14,2049.7
0L28O7LJ,brown bear,brown bear,15,1883.7
0L28O7LJ,koala,koala,16,7933.5
0L28O7LJ,peacock,peacock,17,1532.5
0L28O7LJ,flamingo,flamingo,18,2313.2
0L28O7LJ,zebra,zebra,19,3171.1
0L28O7LJ,sting ray,sting ray,20,4616.6
0L28O7LJ,seahorse,seahorse,21,4717.2
0L28O7LJ,starfish,starfish,22,1749.8
0L28O7LJ,crocodile,crocodile,23,2399.9
0L28O7LJ,alligator,alligator,24,1616.7
0MGC7F4K,zebra,zebra,1,1370.6
0MGC7F4K,giraffe,giraffe,2,2349.9
0MGC7F4K,worm,worm,3,2898.9
0MGC7F4K,cow,cow,4,2115.7
0MGC7F4K,pig,pig,5,1680.7
0MGC7F4K,chicken,chicken,6,4468.4
0MGC7F4K,dog,dog,7,1636.8
0MGC7F4K,cat,cat,8,867.1
0MGC7F4K,hamster,hamster,9,2583.7
0MGC7F4K,guniea pig,guinea pig,10,3633.9
0MGC7F4K,squirrel,squirrel,11,7448.7
0MGC7F4K,lion,lion,12,2916.9
0MGC7F4K,deer,deer,13,3033.6
0MGC7F4K,elk,elk,14,1023.1
0MGC7F4K,moose,moose,15,925.7
0MGC7F4K,bird,bird,16,1575.4
0MGC7F4K,eagle,eagle,17,3242.4
0MGC7F4K,vulture,vulture,18,4266.3
0MGC7F4K,polar bear,polar bear,19,3532.6
0MGC7F4K,penguin,penguin,20,1430.7
0MGC7F4K,fish,fish,21,2543.9
0MGC7F4K,shark,shark,22,4074.3
0PRAW6DO,Flamingos,flamingos,1,3298.5
0PRAW6DO,Lion,lion,2,2415.3
0PRAW6DO,Panda,panda,3,2545.5
0PRAW6DO,Octopus,octopus,4,5016.8
0PRAW6DO,Bear,bear,5,2700.7
0PRAW6DO,Cat,cat,6,2665.7
0PRAW6DO,Dog,dog,7,1232.6
0PRAW6DO,Pig,pig,8,4286.3
0PRAW6DO,Cow,cow,9,1960.3
0PRAW6DO,Chicken,chicken,10,2108.1
0PRAW6DO,Turkey,turkey,11,2363
0PRAW6DO,Lizard,lizard,12,5297.5
0PRAW6DO,Ant,ant,13,4848.1
0PRAW6DO,Snake,snake,14,8942.2
0PRAW6DO,Butterfly,butterfly,15,3594.9
0PRAW6DO,Whale,whale,16,5566.9
0QPSDFM3,giraffe,giraffe,1,3041
0QPSDFM3,lion,lion,2,969.4
0QPSDFM3,bird,bird,3,1797.3
0QPSDFM3,dolphin,dolphin,4,1922.7
0QPSDFM3,whale,whale,5,960.5
0QPSDFM3,orca,orca,6,891.6
0QPSDFM3,fish,fish,7,2056.6
0QPSDFM3,goldfish,goldfish,8,2166.9
0QPSDFM3,tiger,tiger,9,3076.5
0QPSDFM3,leopard,leopard,10,3075.2
0QPSDFM3,zebra,zebra,11,2989.9
0QPSDFM3,horse,horse,12,5925.8
0QPSDFM3,rat,rat,13,3010.1
0QPSDFM3,mouse,mouse,14,3881.9
0QPSDFM3,stinkbug,stink bug,15,3191.7
0QPSDFM3,deer,deer,16,3724.9
0QPSDFM3,bear,bear,17,2073.1
0QPSDFM3,polar bear,polar bear,18,2072.6
0QPSDFM3,elephant,elephant,19,3795.7
0QPSDFM3,cow,cow,20,5272.4
0QPSDFM3,pig,pig,21,941.4
0QPSDFM3,sheep,sheep,22,1280.5
0QPSDFM3,goat,goat,23,1508
18HXK612,frog,frog,1,2118.1
18HXK612,rabbit,rabbit,2,2916.8
18HXK612,cat,cat,3,2424.9
18HXK612,dog,dog,4,1288.8
18HXK612,tiger,tiger,5,1545.9
18HXK612,lizzard,lizard,6,2745.4
18HXK612,gecko,gecko,7,2970.1
18HXK612,mole,mole,8,1324.7
18HXK612,rat,rat,9,1155.2
18HXK612,mouse,mouse,10,1490.4
18HXK612,hawk,hawk,11,5498.2
18HXK612,eagle,eagle,12,4930.8
18HXK612,pidgeon,pigeon,13,2387
18HXK612,lion,lion,14,1488.6
18HXK612,jaguar,jaguar,15,2345.4
18HXK612,leopard,leopard,16,3078.8
18HXK612,hyena,hyena,17,1725.5
18HXK612,cheeta,cheetah,18,5858.2
18HXK612,lynx,lynx,19,4630.3
18HXK612,meercat,meerkat,20,3016.7
18HXK612,worm,worm,21,3670.3
1KEVYYJ9,TIGER,tiger,1,3266.1
1KEVYYJ9,LION,lion,2,1281.3
1KEVYYJ9,LIGER,liger,3,1544.6
1KEVYYJ9,PANTHER,panther,4,1482.8
1KEVYYJ9,CAT,cat,5,1274.3
1KEVYYJ9,DOG,dog,6,1724.1
1KEVYYJ9,DOLPHIN,dolphin,7,1811.1
1KEVYYJ9,WHALE,whale,8,2036.2
1KEVYYJ9,ORCA,orca,9,1302.4
1KEVYYJ9,MOSQUITO,mosquito,10,5810.4
1KEVYYJ9,RAT,rat,11,2663.4
1KEVYYJ9,MOUSE,mouse,12,1795
1KEVYYJ9,BAT,bat,13,981.6
1KEVYYJ9,CHIMPANZEE,chimpanzee,14,5466.8
1KEVYYJ9,GORILLA,gorilla,15,2400.6
1KEVYYJ9,HUMAN,human,16,1585
1KEVYYJ9,STARFISH,starfish,17,14408.1
1KEVYYJ9,NEMATOAD,nematode,18,4215.7
20ISZCV2,dog,dog,1,3287
20ISZCV2,monkey,monkey,2,1539
20ISZCV2,fish,fish,3,1323
20ISZCV2,bird,bird,4,1348
20ISZCV2,cat,cat,5,794
20ISZCV2,groundhog,groundhog,6,6087
20ISZCV2,lion,lion,7,5071
20ISZCV2,catfish,catfish,8,3571
20ISZCV2,leopard,leopard,9,4278
20ISZCV2,wolf,wolf,10,2700
20ISZCV2,flounder,flounder,11,22615
2BD455O0,giraffe,giraffe,1,1726.2
2BD455O0,elephant,elephant,2,1082.7
2BD455O0,fish,fish,3,2019.3
2BD455O0,shark,shark,4,1071.2
2BD455O0,human,human,5,2635.9
2BD455O0,chimpanzee,chimpanzee,6,3447.5
2BD455O0,orangutan,orangutan,7,1727.4
2BD455O0,gorilla,gorilla,8,1264.2
2BD455O0,eel,eel,9,1977.5
2BD455O0,wildebeest,wildebeest,10,5963.8
2BD455O0,toucan,toucan,11,977.3
2BD455O0,canary,canary,12,1631.5
2BD455O0,macaw,macaw,13,2556.1
2BD455O0,parakeet,parakeet,14,2845.7
2BD455O0,lion,lion,15,2731.7
2BD455O0,hyena,hyena,16,1019.2
2BD455O0,tiger,tiger,17,791.4
2BD455O0,yak,yak,18,2011.1
2BD455O0,horse,horse,19,1763.2
2BD455O0,cat,cat,20,989.4
2BD455O0,dog,dog,21,775.3
2BD455O0,falcon,falcon,22,5568.9
2BD455O0,hawk,hawk,23,798.8
2BD455O0,eagle,eagle,24,1126.5
2BD455O0,trout,trout,25,1700.1
2BD455O0,salmon,salmon,26,1486.9
2BD455O0,reindeer,reindeer,27,2196.3
2BD455O0,wolf,wolf,28,3899.6
37UDZTHY,cat,cat,1,1359.5
37UDZTHY,dog,dog,2,917
37UDZTHY,mouse,mouse,3,1369
37UDZTHY,rat,rat,4,1013.2
37UDZTHY,bison,bison,5,1299.7
37UDZTHY,elk,elk,6,853.8
37UDZTHY,sheep,sheep,7,1437.4
37UDZTHY,moose,moose,8,1490.6
37UDZTHY,cow,cow,9,745.2
37UDZTHY,wolf,wolf,10,1783.3
37UDZTHY,coyote,coyote,11,1461.7
37UDZTHY,armadillo,armadillo,12,2313.8
37UDZTHY,hummingbird,hummingbird,13,6949.7
37UDZTHY,pig,pig,14,2550.2
37UDZTHY,javelina,javelina,15,2479.3
37UDZTHY,ferret,ferret,16,4087.8
37UDZTHY,squirrel,squirrel,17,5098.5
37UDZTHY,opossum,opossum,18,2890.5
37UDZTHY,raccoon,raccoon,19,9527.5
37UDZTHY,pronghorn,pronghorn,20,5791.2
37UDZTHY,leopard,leopard,21,1897.3
37UDZTHY,lion,lion,22,1911
3YX63NZD,cat,cat,1,1597.6
3YX63NZD,dog,dog,2,1428.3
3YX63NZD,lizard,lizard,3,1942.8
3YX63NZD,chicken,chicken,4,1533.4
3YX63NZD,cow,cow,5,1259
3YX63NZD,moose,moose,6,1949.7
3YX63NZD,deer,deer,7,1162.1
3YX63NZD,turkey,turkey,8,1972.4
3YX63NZD,elephant\,elephant,9,3299.6
3YX63NZD,lion,lion,10,1729.1
3YX63NZD,tiger,tiger,11,3254.2
3YX63NZD,jaguar,jaguar,12,2433
3YX63NZD,puma,puma,13,1776.9
3YX63NZD,cheetah,cheetah,14,2318.4
3YX63NZD,penguin,penguin,15,3813.5
3YX63NZD,alligator,alligator,16,2569.5
3YX63NZD,orca,orca,17,2541.2
3YX63NZD,wha;e,whale,18,1774.1
3YX63NZD,fish,fish,19,5732.1
3YX63NZD,eagle,eagle,20,6327.2
3YX63NZD,parrot,parrot,21,4250.7
3YX63NZD,bluejay,blue jay,22,2939.7
3YX63NZD,robbin,robin,23,2022.3
40SNDKQR,Dog,dog,1,1981
40SNDKQR,Cat,cat,2,1167
40SNDKQR,cow,cow,3,1123
40SNDKQR,pig,pig,4,972
40SNDKQR,giraffe,giraffe,5,1710
40SNDKQR,narwhal,narwhal,6,1288
40SNDKQR,stingray,stingray,7,1865
40SNDKQR,elephant,elephant,8,2017
40SNDKQR,rhino,rhino,9,1928
40SNDKQR,hippo,hippo,10,2516
40SNDKQR,hyena,hyena,11,3153
40SNDKQR,lion,lion,12,1297
40SNDKQR,tiger,tiger,13,860
40SNDKQR,panther,panther,14,2182
40SNDKQR,jellyfish,jellyfish,15,2245
40SNDKQR,shark,shark,16,1523
40SNDKQR,turtle,turtle,17,4522
40SNDKQR,sperm wahle,sperm whale,18,4783
40SNDKQR,kangaroo,kangaroo,19,6009
40SNDKQR,polar bear,polar bear,20,3166
40SNDKQR,panda,panda,21,2383
40SNDKQR,red fox,red fox,22,2213
40SNDKQR,buffalo,buffalo,23,5736
40SNDKQR,cheetah,cheetah,24,2060
476LZI3N,spiders,spiders,1,2126
476LZI3N,dogs,dogs,2,1910
476LZI3N,cats,cats,3,1647
476LZI3N,cows,cows,4,1869
476LZI3N,horses,horses,5,2874
476LZI3N,butterfly,butterfly,6,4708
476LZI3N,polar bears,polar bears,7,2726
476LZI3N,squirrel,squirrel,8,16857
476LZI3N,pig,pig,9,3745
476LZI3N,ginneapig,guinea pig,10,2708
476LZI3N,camaleon,chameleon,11,9722
4CA4DFWP,seal,seal,1,1052.9
4CA4DFWP,cat,cat,2,749.3
4CA4DFWP,dog,dog,3,658.7
4CA4DFWP,mouse,mouse,4,643.7
4CA4DFWP,rat,rat,5,483.1
4CA4DFWP,horse,horse,6,674.2
4CA4DFWP,caribou,caribou,7,1418.7
4CA4DFWP,leapoard,leopard,8,2355.1
4CA4DFWP,leapord seal,leopard seal,9,2150.4
4CA4DFWP,hippo,hippopotamus,10,1114.4
4CA4DFWP,alligator,alligator,11,2045.9
4CA4DFWP,crocodile,crocodile,12,1622.9
4CA4DFWP,lion,lion,13,742.2
4CA4DFWP,tiger,tiger,14,1199.1
4CA4DFWP,gecko,gecko,15,2966.3
4CA4DFWP,lizard,lizard,16,1385.2
4CA4DFWP,spider,spider,17,1268.1
4CA4DFWP,praying mantis,praying mantis,18,2630.5
4CA4DFWP,fish,fish,19,2327.3
4CA4DFWP,seagull,seagull,20,1615.2
4CA4DFWP,bird,bird,21,1431.2
4CA4DFWP,monkey,monkey,22,1117.8
4CA4DFWP,orangatang,orangutan,23,2899.7
4CA4DFWP,cat,cat,24,2492.1
4CA4DFWP,dingo,dingo,25,675.3
4CA4DFWP,coyote,coyote,26,1889.7
4CA4DFWP,wolf,wolf,27,1051.6
4CA4DFWP,bunny,rabbit,28,3089.5
4CA4DFWP,lemming,lemming,29,925.9
4CA4DFWP,rodent,rodent,30,1767.8
4CA4DFWP,marsupial,marsupial,31,1425.8
4CA4DFWP,koala,koala,32,1910.2
4CA4DFWP,platypus,platypus,33,1566.3
4CA4DFWP,kangaroo,kangaroo,34,1975.9
4CA4DFWP,axolylc,axolotl,35,5906.3
56M8U5A5,cat,cat,1,1418
56M8U5A5,dog,dog,2,956
56M8U5A5,fish,fish,3,1185
56M8U5A5,cammel,camel,4,1796
56M8U5A5,rat,rat,5,2087
56M8U5A5,mouse,mouse,6,1486
56M8U5A5,skunk,skunk,7,2118
56M8U5A5,parrot,parrot,8,5890
56M8U5A5,cardinal,cardinal,9,1801
56M8U5A5,blue jay,blue jay,10,2252
56M8U5A5,pidgeon,pigeon,11,3154
56M8U5A5,titmouse,titmouse,12,2710
56M8U5A5,fox,fox,13,1174
56M8U5A5,coyote,coyote,14,5203
56M8U5A5,mountain lion,mountain lion,15,3592
56M8U5A5,mountain goat,mountain goat,16,3113
56M8U5A5,pig,pig,17,1361
56M8U5A5,horse,horse,18,1945
56M8U5A5,peacock,peacock,19,6347
56M8U5A5,dolphin,dolphin,20,4716
56M8U5A5,whale,whale,21,1283
56M8U5A5,jellyfish,jellyfish,22,4024
5K82MZW1,bird,bird,1,2179
5K82MZW1,dog,dog,2,1042
5K82MZW1,cat,cat,3,1618
5K82MZW1,bug,bug,4,1323
5K82MZW1,snail,snail,5,1218
5K82MZW1,mollusk,mollusk,6,1391
5K82MZW1,clam,clam,7,3133
5K82MZW1,tiger,tiger,8,2449
5K82MZW1,lion,lion,9,1009
5K82MZW1,girrafe,giraffe,10,2290
5K82MZW1,elephant,elephant,11,1459
5K82MZW1,rhino,rhino,12,1569
5K82MZW1,panda,panda,13,1158
5K82MZW1,grizzly,grizzly,14,2441
5K82MZW1,polar bear,polar bear,15,1650
5K82MZW1,red panda,red panda,16,3398
5K82MZW1,snake,snake,17,2592
5K82MZW1,lizard,lizard,18,1995
5K82MZW1,salamander,salamander,19,2689
5K82MZW1,frog,frog,20,1657
5K82MZW1,spider,spider,21,5300
5K82MZW1,dingo,dingo,22,4859
5K82MZW1,kangaroo,kangaroo,23,1749
5K82MZW1,koala,koala,24,2038
5K82MZW1,penguin,penguin,25,7103
64LRAXDJ,Hermit crabs,hermit crabs,1,2016.6
64LRAXDJ,Fish,fish,2,1211.6
64LRAXDJ,Tamarins,tamarins,3,3514.2
64LRAXDJ,Macaws,macaws,4,1941.3
64LRAXDJ,Caymans,caiman,5,1541.9
64LRAXDJ,Lizards,lizards,6,2229.5
64LRAXDJ,Snakes,snakes,7,928.3
64LRAXDJ,Dogs,dogs,8,939
64LRAXDJ,Cats,cats,9,777.7
64LRAXDJ,Monkeys,monkeys,10,3423.8
64LRAXDJ,Giraffe,giraffe,11,2720.9
64LRAXDJ,Elephant,elephant,12,1601.4
64LRAXDJ,Cheeta,cheetah,13,1087.2
64LRAXDJ,Panther,panther,14,1540
64LRAXDJ,Puma,puma,15,1251.7
64LRAXDJ,Lion,lion,16,3118.1
64LRAXDJ,Gazelle,gazelle,17,1697
64LRAXDJ,Mouse,mouse,18,3088.4
64LRAXDJ,Mice,mice,19,738.2
64LRAXDJ,Rat,rat,20,866.6
64LRAXDJ,Iguana,iguana,21,4657.4
64LRAXDJ,Opossum,opossum,22,3668.1
64LRAXDJ,Squirrel,squirrel,23,1553.3
64LRAXDJ,Skunk,skunk,24,1546.5
64LRAXDJ,Pigeon,pigeon,25,2858.1
64LRAXDJ,Ant,ant,26,2756.5
64LRAXDJ,Bees,bees,27,3533.9
64LRAXDJ,Hummingbirds,hummingbirds,28,2504.6
6CDVQX7L,binturong,binturong,1,2279
6CDVQX7L,cheetah,cheetah,2,1483
6CDVQX7L,coati,coati,3,1235
6CDVQX7L,dog,dog,4,716
6CDVQX7L,cat,cat,5,565
6CDVQX7L,walrus,walrus,6,1536
6CDVQX7L,sea lion,sea lion,7,2841
6CDVQX7L,cow,cow,8,544
6CDVQX7L,duck,duck,9,981
6CDVQX7L,salmon,salmon,10,2137
6CDVQX7L,clownfish,clownfish,11,3310
6CDVQX7L,rhino,rhino,12,2360
6CDVQX7L,lion,lion,13,911
6CDVQX7L,zebra,zebra,14,1319
6CDVQX7L,orangutan,orangutan,15,2754
6CDVQX7L,clouded leopard,clouded leopard,16,2108
6CDVQX7L,shrew,shrew,17,1237
6CDVQX7L,mole,mole,18,696
6CDVQX7L,snail,snail,19,2408
6CDVQX7L,african wild dog,african wild dog,20,6509
6CDVQX7L,whale,whale,21,1066
6CDVQX7L,blobfish,blobfish,22,3006
6CDVQX7L,eel,eel,23,2812
6CDVQX7L,shark,shark,24,2019
6CDVQX7L,penguin,penguin,25,2338
6CDVQX7L,peacock,peacock,26,1709
6CDVQX7L,chimpanzee,chimpanzee,27,5237
6CDVQX7L,bat,bat,28,783
6CDVQX7L,turtle,turtle,29,1321
6D26ZXC8,Ostrich,ostrich,1,4906
6D26ZXC8,Monkey,monkey,2,3379
6D26ZXC8,Baboon,baboon,3,5780
6D26ZXC8,Zebra,zebra,4,2731
6D26ZXC8,Lion,lion,5,3653
6D26ZXC8,Pig,pig,6,2587
6D26ZXC8,Warthog,warthog,7,2263
6D26ZXC8,Hyena,hyena,8,2180
6D26ZXC8,Goat,goat,9,5505
6D26ZXC8,Sheep,sheep,10,1946
6D26ZXC8,Cow,cow,11,2187
6D26ZXC8,Blue bird,blue bird,12,3739
6D26ZXC8,Northern Cardinal,northern cardinal,13,7347
6D26ZXC8,Anteater,anteater,14,5412
6PJDUW9O,frog,frog,1,3004
6PJDUW9O,dog,dog,2,938
6PJDUW9O,cat,cat,3,1124
6PJDUW9O,lizard,lizard,4,1335
6PJDUW9O,bird,bird,5,4305
6PJDUW9O,alligator,alligator,6,2838
6PJDUW9O,croc,crocodile,7,1224
6PJDUW9O,crab,crab,8,3770
6PJDUW9O,seal,seal,9,1863
6PJDUW9O,sea lion,sea lion,10,2612
6PJDUW9O,shark,shark,11,925
6PJDUW9O,whale,whale,12,1110
6PJDUW9O,cod,cod,13,1421
6PJDUW9O,monkey,monkey,14,4976
6PJDUW9O,dinosaur,dinosaur,15,2473
6PJDUW9O,chicken,chicken,16,3071
6PJDUW9O,pig,pig,17,2979
6PJDUW9O,goat,goat,18,1023
6PJDUW9O,horse,horse,19,1243
6PJDUW9O,sheep,sheep,20,1250
6PJDUW9O,rat,rat,21,2115
6PJDUW9O,guinea pig,guinea pig,22,8670
6PJDUW9O,ferret,ferret,23,1506
6PJDUW9O,bear,bear,24,1057
6VBV95IL,cats,cats,1,2187.2
6VBV95IL,dog,dog,2,897.4
6VBV95IL,lizard,lizard,3,3000.7
6VBV95IL,bird,bird,4,1229.4
6VBV95IL,fish,fish,5,2655.3
6VBV95IL,squid,squid,6,1292.9
6VBV95IL,whale,whale,7,1166.3
6VBV95IL,shark,shark,8,2744.4
6VBV95IL,eel,eel,9,750.7
6VBV95IL,elephant,elephant,10,4171.9
6VBV95IL,zebra,zebra,11,1049.4
6VBV95IL,giraffe,giraffe,12,3117.1
6VBV95IL,boar,boar,13,5399.5
6VBV95IL,big,big,14,1020.4
6VBV95IL,horse,horse,15,2957.5
6VBV95IL,sheep,sheep,16,1003.8
6VBV95IL,goat,goat,17,690.2
6VBV95IL,lepord,leopard,18,5177.8
6VBV95IL,t-rex,t. rex,19,4967.6
6VBV95IL,mouse,mouse,20,3715.7
6VBV95IL,rat,rat,21,2878.5
6XD6NVVO,cat,cat,1,1624
6XD6NVVO,dog,dog,2,1294
6XD6NVVO,mouse,mouse,3,1642
6XD6NVVO,snake,snake,4,2282
6XD6NVVO,goldfish,goldfish,5,6087
6XD6NVVO,elephant,elephant,6,5681
6XD6NVVO,axolotl,axolotl,7,2647
6XD6NVVO,polar bear,polar bear,8,4907
6XD6NVVO,eagle,eagle,9,3466
6XD6NVVO,dolphin,dolphin,10,6716
6XD6NVVO,minsk,minsk,11,6914
6XD6NVVO,pigeon,pigeon,12,13146
73N2RQWR,duck,duck,1,1675
73N2RQWR,bird,bird,2,1088.9
73N2RQWR,cow,cow,3,1042.3
73N2RQWR,chicken,chicken,4,2157.2
73N2RQWR,pig,pig,5,1740.3
73N2RQWR,horse,horse,6,1167.7
73N2RQWR,sheep,sheep,7,1876.2
73N2RQWR,lamb,lamb,8,2154.1
73N2RQWR,dog,dog,9,2252.4
73N2RQWR,cat,cat,10,1239.2
73N2RQWR,snake,snake,11,4769
73N2RQWR,iguana,iguana,12,1945.6
73N2RQWR,lizard,lizard,13,2148
73N2RQWR,salamander,salamander,14,2660.1
73N2RQWR,finch,finch,15,4056.1
73N2RQWR,dinosaur,dinosaur,16,2594.1
73N2RQWR,lemur,lemur,17,2196.2
73N2RQWR,monkey,monkey,18,1467.8
73N2RQWR,ape,ape,19,1002.3
73N2RQWR,ferrett,ferret,20,7656.7
73N2RQWR,seal,seal,21,1168.3
73N2RQWR,lion,lion,22,1916.9
73N2RQWR,sea lion,sea lion,23,2055.5
73N2RQWR,whale,whale,24,1694.3
73N2RQWR,manatee,manatee,25,1892
73N2RQWR,shrimp,shrimp,26,2999.5
7SUXPU9Y,cat,cat,1,2679
7SUXPU9Y,dog,dog,2,1169
7SUXPU9Y,snake,snake,3,1391
7SUXPU9Y,tiger,tiger,4,1318
7SUXPU9Y,monkey,monkey,5,1424
7SUXPU9Y,snail,snail,6,2520
7SUXPU9Y,worm,worm,7,1408
7SUXPU9Y,bird,bird,8,2422
7SUXPU9Y,salamander,salamander,9,7014
7SUXPU9Y,lice,lice,10,4001
7SUXPU9Y,leech,leech,11,2727
7SUXPU9Y,lizard,lizard,12,7067
7SUXPU9Y,elephant,elephant,13,2323
7SUXPU9Y,giraffee,giraffe,14,1829
7SUXPU9Y,lion,lion,15,5240
7SUXPU9Y,starfish,starfish,16,5683
7SUXPU9Y,mussel,mussel,17,1793
7SUXPU9Y,crab,crab,18,6834
86EKSDZC,giraffe,giraffe,1,2577.2
86EKSDZC,cat,cat,2,770.8
86EKSDZC,dog,dog,3,775.8
86EKSDZC,hippo,hippo,4,1140.3
86EKSDZC,lon,lion,5,1317.3
86EKSDZC,lion,lion,6,2232.1
86EKSDZC,tiger,tiger,7,1372
86EKSDZC,elephant,elephant,8,2828.4
86EKSDZC,camel,camel,9,2177
86EKSDZC,bird,bird,10,1947.8
86EKSDZC,parrot,parrot,11,1125.5
86EKSDZC,hawk,hawk,12,1241.8
86EKSDZC,sparrow,sparrow,13,1125
86EKSDZC,dove,dove,14,1254.4
86EKSDZC,carnidal,cardinal,15,2620.5
86EKSDZC,jay,jay,16,2817.1
86EKSDZC,bear,bear,17,6857.8
86EKSDZC,wolf,wolf,18,2193.9
86EKSDZC,bull,bull,19,1627.2
86EKSDZC,cow,cow,20,920.4
86EKSDZC,crocodile,crocodile,21,1666.7
86EKSDZC,alligator,alligator,22,3641.8
86EKSDZC,tardigrade,tardigrade,23,5283.8
86EKSDZC,fish,fish,24,3157.9
86EKSDZC,shark,shark,25,829.6
86EKSDZC,whale,whale,26,1450
86EKSDZC,oyster,oyster,27,3657.9
86EKSDZC,clam,clam,28,1329.7
8BL6X7AX,cat,cat,1,1750
8BL6X7AX,dog,dog,2,1582
8BL6X7AX,zebra,zebra,3,1852
8BL6X7AX,lamb,lamb,4,3012
8BL6X7AX,mouse,mouse,5,2183
8BL6X7AX,beaver,beaver,6,3556
8BL6X7AX,fishes,fish,7,8567
8BL6X7AX,birs,birds,8,2324
8BL6X7AX,bacteria,bacteria,9,6899
8BL6X7AX,humans,humans,10,2002
8BL6X7AX,goats,goats,11,3190
8BL6X7AX,catipilars,caterpillars,12,4137
8BL6X7AX,insects,insects,13,5064
8JEQ20SU,Dog,dog,1,16033.5
8JEQ20SU,cat,cat,2,3284.1
8JEQ20SU,cow,cow,3,1159.7
8JEQ20SU,pig,pig,4,4479.1
8JEQ20SU,sheep,sheep,5,1554.7
8JEQ20SU,goat,goat,6,4145.7
8JEQ20SU,chicken,chicken,7,3463.1
8JEQ20SU,duck,duck,8,3634.5
8JEQ20SU,turkey,turkey,9,3267.4
8JEQ20SU,goose,goose,10,3397.9
8JEQ20SU,rabbit,rabbit,11,4099.6
8JEQ20SU,deer,deer,12,3896.6
8JEQ20SU,elk,elk,13,3368
8PAKX1OM,fish,fish,1,2121
8PAKX1OM,bird,bird,2,1008
8PAKX1OM,dog,dog,3,1074
8PAKX1OM,cat,cat,4,681
8PAKX1OM,kangaroo,kangaroo,5,5563
8PAKX1OM,squirrel,squirrel,6,2709
8PAKX1OM,snail,snail,7,1333
8PAKX1OM,whale,whale,8,2591
8PAKX1OM,norwhal,narwhal,9,1718
8PAKX1OM,beluga,beluga,10,3067
8PAKX1OM,orca,orca,11,2870
8PAKX1OM,frog,frog,12,2513
8PAKX1OM,hedgehog,hedgehog,13,2196
8PAKX1OM,chipmunk,chipmunk,14,6325
8PAKX1OM,snake,snake,15,2303
8PAKX1OM,bat,bat,16,2619
8PAKX1OM,bloodhound,bloodhound,17,5678
8PAKX1OM,flamingo,flamingo,18,6796
8PAKX1OM,horse,horse,19,5237
8ZC5BFHF,squirrel,squirrel,1,1835.9
