SID,response,entry,entry_number,response_times,evaluation,replacement
0QPSDFM3,fish,fish,7,2056.6,FOUND,fish
0QPSDFM3,goldfish,goldfish,8,2166.9,FOUND,goldfish
0QPSDFM3,tiger,tiger,9,3076.5,FOUND,tiger
0QPSDFM3,leopard,leopard,10,3075.2,FOUND,leopard
0QPSDFM3,zebra,zebra,11,2989.9,FOUND,zebra
0QPSDFM3,horse,horse,12,5925.8,FOUND,horse
0QPSDFM3,rat,rat,13,3010.1,FOUND,rat
0QPSDFM3,mouse,mouse,14,3881.9,FOUND,mouse
0QPSDFM3,stinkbug,stink bug,15,3191.7,REPLACE,stinkbug
0QPSDFM3,deer,deer,16,3724.9,FOUND,deer
0QPSDFM3,bear,bear,17,2073.1,FOUND,bear
0QPSDFM3,polar bear,polar bear,18,2072.6,FOUND,polar bear
0QPSDFM3,elephant,elephant,19,3795.7,FOUND,elephant
0QPSDFM3,cow,cow,20,5272.4,FOUND,cow
0QPSDFM3,pig,pig,21,941.4,FOUND,pig
0QPSDFM3,sheep,sheep,22,1280.5,FOUND,sheep
0QPSDFM3,goat,goat,23,1508.0,FOUND,goat
18HXK612,frog,frog,1,2118.1,FOUND,frog
18HXK612,rabbit,rabbit,2,2916.8,FOUND,rabbit
18HXK612,cat,cat,3,2424.9,FOUND,cat
18HXK612,dog,dog,4,1288.8,FOUND,dog
18HXK612,tiger,tiger,5,1545.9,FOUND,tiger
18HXK612,lizzard,lizard,6,2745.4,FOUND,lizard
18HXK612,gecko,gecko,7,2970.1,FOUND,gecko
18HXK612,mole,mole,8,1324.7,FOUND,mole
18HXK612,rat,rat,9,1155.2,FOUND,rat
18HXK612,mouse,mouse,10,1490.4,FOUND,mouse
18HXK612,hawk,hawk,11,5498.2,FOUND,hawk
18HXK612,eagle,eagle,12,4930.8,FOUND,eagle
18HXK612,pidgeon,pigeon,13,2387.0,FOUND,pigeon
18HXK612,lion,lion,14,1488.6,FOUND,lion
18HXK612,jaguar,jaguar,15,2345.4,FOUND,jaguar
18HXK612,leopard,leopard,16,3078.8,FOUND,leopard
18HXK612,hyena,hyena,17,1725.5,FOUND,hyena
18HXK612,cheeta,cheetah,18,5858.2,FOUND,cheetah
18HXK612,lynx,lynx,19,4630.3,FOUND,lynx
18HXK612,meercat,meerkat,20,3016.7,FOUND,meerkat
18HXK612,worm,worm,21,3670.3,FOUND,worm
1KEVYYJ9,TIGER,tiger,1,3266.1,FOUND,tiger
1KEVYYJ9,LION,lion,2,1281.3,FOUND,lion
1KEVYYJ9,LIGER,liger,3,1544.6,FOUND,liger
1KEVYYJ9,PANTHER,panther,4,1482.8,FOUND,panther
1KEVYYJ9,CAT,cat,5,1274.3,FOUND,cat
1KEVYYJ9,DOG,dog,6,1724.1,FOUND,dog
1KEVYYJ9,DOLPHIN,dolphin,7,1811.1,FOUND,dolphin
1KEVYYJ9,WHALE,whale,8,2036.2,FOUND,whale
1KEVYYJ9,ORCA,orca,9,1302.4,FOUND,orca
1KEVYYJ9,MOSQUITO,mosquito,10,5810.4,FOUND,mosquito
1KEVYYJ9,RAT,rat,11,2663.4,FOUND,rat
1KEVYYJ9,MOUSE,mouse,12,1795.0,FOUND,mouse
1KEVYYJ9,BAT,bat,13,981.6,FOUND,bat
1KEVYYJ9,CHIMPANZEE,chimpanzee,14,5466.8,FOUND,chimpanzee
1KEVYYJ9,GORILLA,gorilla,15,2400.6,FOUND,gorilla
1KEVYYJ9,HUMAN,human,16,1585.0,FOUND,human
1KEVYYJ9,STARFISH,starfish,17,14408.1,FOUND,starfish
1KEVYYJ9,NEMATOAD,nematode,18,4215.7,FOUND,nematode
20ISZCV2,dog,dog,1,3287.0,FOUND,dog
20ISZCV2,monkey,monkey,2,1539.0,FOUND,monkey
20ISZCV2,fish,fish,3,1323.0,FOUND,fish
20ISZCV2,bird,bird,4,1348.0,FOUND,bird
20ISZCV2,cat,cat,5,794.0,FOUND,cat
20ISZCV2,groundhog,groundhog,6,6087.0,FOUND,groundhog
20ISZCV2,lion,lion,7,5071.0,FOUND,lion
20ISZCV2,catfish,catfish,8,3571.0,FOUND,catfish
20ISZCV2,leopard,leopard,9,4278.0,FOUND,leopard
20ISZCV2,wolf,wolf,10,2700.0,FOUND,wolf
20ISZCV2,flounder,flounder,11,22615.0,FOUND,flounder
2BD455O0,giraffe,giraffe,1,1726.2,FOUND,giraffe
2BD455O0,elephant,elephant,2,1082.7,FOUND,elephant
2BD455O0,fish,fish,3,2019.3,FOUND,fish
2BD455O0,shark,shark,4,1071.2,FOUND,shark
2BD455O0,human,human,5,2635.9,FOUND,human
2BD455O0,chimpanzee,chimpanzee,6,3447.5,FOUND,chimpanzee
2BD455O0,orangutan,orangutan,7,1727.4,FOUND,orangutan
2BD455O0,gorilla,gorilla,8,1264.2,FOUND,gorilla
2BD455O0,eel,eel,9,1977.5,FOUND,eel
2BD455O0,wildebeest,wildebeest,10,5963.8,FOUND,wildebeest
2BD455O0,toucan,toucan,11,977.3,FOUND,toucan
2BD455O0,canary,canary,12,1631.5,FOUND,canary
2BD455O0,macaw,macaw,13,2556.1,FOUND,macaw
2BD455O0,parakeet,parakeet,14,2845.7,FOUND,parakeet
2BD455O0,lion,lion,15,2731.7,FOUND,lion
2BD455O0,hyena,hyena,16,1019.2,FOUND,hyena
2BD455O0,tiger,tiger,17,791.4,FOUND,tiger
2BD455O0,yak,yak,18,2011.1,FOUND,yak
2BD455O0,horse,horse,19,1763.2,FOUND,horse
2BD455O0,cat,cat,20,989.4,FOUND,cat
2BD455O0,dog,dog,21,775.3,FOUND,dog
2BD455O0,falcon,falcon,22,5568.9,FOUND,falcon
2BD455O0,hawk,hawk,23,798.8,FOUND,hawk
2BD455O0,eagle,eagle,24,1126.5,FOUND,eagle
2BD455O0,trout,trout,25,1700.1,FOUND,trout
2BD455O0,salmon,salmon,26,1486.9,FOUND,salmon
2BD455O0,reindeer,reindeer,27,2196.3,FOUND,reindeer
2BD455O0,wolf,wolf,28,3899.6,FOUND,wolf
37UDZTHY,cat,cat,1,1359.5,FOUND,cat
37UDZTHY,dog,dog,2,917.0,FOUND,dog
37UDZTHY,mouse,mouse,3,1369.0,FOUND,mouse
37UDZTHY,rat,rat,4,1013.2,FOUND,rat
37UDZTHY,bison,bison,5,1299.7,FOUND,bison
37UDZTHY,elk,elk,6,853.8,FOUND,elk
37UDZTHY,sheep,sheep,7,1437.4,FOUND,sheep
37UDZTHY,moose,moose,8,1490.6,FOUND,moose
37UDZTHY,cow,cow,9,745.2,FOUND,cow
37UDZTHY,wolf,wolf,10,1783.3,FOUND,wolf
37UDZTHY,coyote,coyote,11,1461.7,FOUND,coyote
37UDZTHY,armadillo,armadillo,12,2313.8,FOUND,armadillo
37UDZTHY,hummingbird,hummingbird,13,6949.7,FOUND,hummingbird
37UDZTHY,pig,pig,14,2550.2,FOUND,pig
37UDZTHY,javelina,javelina,15,2479.3,FOUND,javelina
37UDZTHY,ferret,ferret,16,4087.8,FOUND,ferret
37UDZTHY,squirrel,squirrel,17,5098.5,FOUND,squirrel
37UDZTHY,opossum,opossum,18,2890.5,FOUND,opossum
37UDZTHY,raccoon,raccoon,19,9527.5,FOUND,raccoon
37UDZTHY,pronghorn,pronghorn,20,5791.2,FOUND,pronghorn
37UDZTHY,leopard,leopard,21,1897.3,FOUND,leopard
37UDZTHY,lion,lion,22,1911.0,FOUND,lion
3YX63NZD,cat,cat,1,1597.6,FOUND,cat
3YX63NZD,dog,dog,2,1428.3,FOUND,dog
3YX63NZD,lizard,lizard,3,1942.8,FOUND,lizard
3YX63NZD,chicken,chicken,4,1533.4,FOUND,chicken
3YX63NZD,cow,cow,5,1259.0,FOUND,cow
3YX63NZD,moose,moose,6,1949.7,FOUND,moose
3YX63NZD,deer,deer,7,1162.1,FOUND,deer
3YX63NZD,turkey,turkey,8,1972.4,FOUND,turkey
3YX63NZD,elephant\,elephant,9,3299.6,FOUND,elephant
3YX63NZD,lion,lion,10,1729.1,FOUND,lion
3YX63NZD,tiger,tiger,11,3254.2,FOUND,tiger
3YX63NZD,jaguar,jaguar,12,2433.0,FOUND,jaguar
3YX63NZD,puma,puma,13,1776.9,FOUND,puma
3YX63NZD,cheetah,cheetah,14,2318.4,FOUND,cheetah
3YX63NZD,penguin,penguin,15,3813.5,FOUND,penguin
3YX63NZD,alligator,alligator,16,2569.5,FOUND,alligator
3YX63NZD,orca,orca,17,2541.2,FOUND,orca
3YX63NZD,wha;e,whale,18,1774.1,FOUND,whale
3YX63NZD,fish,fish,19,5732.1,FOUND,fish
3YX63NZD,eagle,eagle,20,6327.2,FOUND,eagle
3YX63NZD,parrot,parrot,21,4250.7,FOUND,parrot
3YX63NZD,bluejay,blue jay,22,2939.7,FOUND,blue jay
3YX63NZD,robbin,robin,23,2022.3,FOUND,robin
40SNDKQR,Dog,dog,1,1981.0,FOUND,dog
40SNDKQR,Cat,cat,2,1167.0,FOUND,cat
40SNDKQR,cow,cow,3,1123.0,FOUND,cow
40SNDKQR,pig,pig,4,972.0,FOUND,pig
40SNDKQR,giraffe,giraffe,5,1710.0,FOUND,giraffe
40SNDKQR,narwhal,narwhal,6,1288.0,FOUND,narwhal
40SNDKQR,stingray,stingray,7,1865.0,FOUND,stingray
40SNDKQR,elephant,elephant,8,2017.0,FOUND,elephant
40SNDKQR,rhino,rhino,9,1928.0,FOUND,rhino
40SNDKQR,hippo,hippo,10,2516.0,FOUND,hippo
40SNDKQR,hyena,hyena,11,3153.0,FOUND,hyena
40SNDKQR,lion,lion,12,1297.0,FOUND,lion
40SNDKQR,tiger,tiger,13,860.0,FOUND,tiger
40SNDKQR,panther,panther,14,2182.0,FOUND,panther
40SNDKQR,jellyfish,jellyfish,15,2245.0,FOUND,jellyfish
40SNDKQR,shark,shark,16,1523.0,FOUND,shark
40SNDKQR,turtle,turtle,17,4522.0,FOUND,turtle
40SNDKQR,sperm wahle,sperm whale,18,4783.0,FOUND,sperm whale
40SNDKQR,kangaroo,kangaroo,19,6009.0,FOUND,kangaroo
40SNDKQR,polar bear,polar bear,20,3166.0,FOUND,polar bear
40SNDKQR,panda,panda,21,2383.0,FOUND,panda
40SNDKQR,red fox,red fox,22,2213.0,FOUND,red fox
40SNDKQR,buffalo,buffalo,23,5736.0,FOUND,buffalo
40SNDKQR,cheetah,cheetah,24,2060.0,FOUND,cheetah
476LZI3N,spiders,spiders,1,2126.0,REPLACE,spider
476LZI3N,dogs,dogs,2,1910.0,FOUND,dogs
476LZI3N,cats,cats,3,1647.0,REPLACE,cat
476LZI3N,cows,cows,4,1869.0,FOUND,cows
476LZI3N,horses,horses,5,2874.0,REPLACE,horse
476LZI3N,butterfly,butterfly,6,4708.0,FOUND,butterfly
476LZI3N,polar bears,polar bears,7,2726.0,REPLACE,polar bear
476LZI3N,squirrel,squirrel,8,16857.0,FOUND,squirrel
476LZI3N,pig,pig,9,3745.0,FOUND,pig
476LZI3N,ginneapig,guinea pig,10,2708.0,FOUND,guinea pig
476LZI3N,camaleon,chameleon,11,9722.0,FOUND,chameleon
4CA4DFWP,seal,seal,1,1052.9,FOUND,seal
4CA4DFWP,cat,cat,2,749.3,FOUND,cat
4CA4DFWP,dog,dog,3,658.7,FOUND,dog
4CA4DFWP,mouse,mouse,4,643.7,FOUND,mouse
4CA4DFWP,rat,rat,5,483.1,FOUND,rat
4CA4DFWP,horse,horse,6,674.2,FOUND,horse
4CA4DFWP,caribou,caribou,7,1418.7,FOUND,caribou
4CA4DFWP,leapoard,leopard,8,2355.1,FOUND,leopard
4CA4DFWP,leapord seal,leopard seal,9,2150.4,FOUND,leopard seal
4CA4DFWP,hippo,hippopotamus,10,1114.4,FOUND,hippopotamus
4CA4DFWP,alligator,alligator,11,2045.9,FOUND,alligator
4CA4DFWP,crocodile,crocodile,12,1622.9,FOUND,crocodile
4CA4DFWP,lion,lion,13,742.2,FOUND,lion
4CA4DFWP,tiger,tiger,14,1199.1,FOUND,tiger
4CA4DFWP,gecko,gecko,15,2966.3,FOUND,gecko
4CA4DFWP,lizard,lizard,16,1385.2,FOUND,lizard
4CA4DFWP,spider,spider,17,1268.1,FOUND,spider
4CA4DFWP,praying mantis,praying mantis,18,2630.5,FOUND,praying mantis
4CA4DFWP,fish,fish,19,2327.3,FOUND,fish
4CA4DFWP,seagull,seagull,20,1615.2,FOUND,seagull
4CA4DFWP,bird,bird,21,1431.2,FOUND,bird
4CA4DFWP,monkey,monkey,22,1117.8,FOUND,monkey
4CA4DFWP,orangatang,orangutan,23,2899.7,FOUND,orangutan
4CA4DFWP,cat,cat,24,2492.1,FOUND,cat
4CA4DFWP,dingo,dingo,25,675.3,FOUND,dingo
4CA4DFWP,coyote,coyote,26,1889.7,FOUND,coyote
4CA4DFWP,wolf,wolf,27,1051.6,FOUND,wolf
4CA4DFWP,bunny,rabbit,28,3089.5,FOUND,rabbit
4CA4DFWP,lemming,lemming,29,925.9,FOUND,lemming
4CA4DFWP,rodent,rodent,30,1767.8,FOUND,rodent
4CA4DFWP,marsupial,marsupial,31,1425.8,FOUND,marsupial
4CA4DFWP,koala,koala,32,1910.2,FOUND,koala
4CA4DFWP,platypus,platypus,33,1566.3,FOUND,platypus
4CA4DFWP,kangaroo,kangaroo,34,1975.9,FOUND,kangaroo
4CA4DFWP,axolylc,axolotl,35,5906.3,FOUND,axolotl
56M8U5A5,cat,cat,1,1418.0,FOUND,cat
56M8U5A5,dog,dog,2,956.0,FOUND,dog
56M8U5A5,fish,fish,3,1185.0,FOUND,fish
56M8U5A5,cammel,camel,4,1796.0,FOUND,camel
56M8U5A5,rat,rat,5,2087.0,FOUND,rat
56M8U5A5,mouse,mouse,6,1486.0,FOUND,mouse
56M8U5A5,skunk,skunk,7,2118.0,FOUND,skunk
56M8U5A5,parrot,parrot,8,5890.0,FOUND,parrot
56M8U5A5,cardinal,cardinal,9,1801.0,FOUND,cardinal
56M8U5A5,blue jay,blue jay,10,2252.0,FOUND,blue jay
56M8U5A5,pidgeon,pigeon,11,3154.0,FOUND,pigeon
56M8U5A5,titmouse,titmouse,12,2710.0,FOUND,titmouse
56M8U5A5,fox,fox,13,1174.0,FOUND,fox
56M8U5A5,coyote,coyote,14,5203.0,FOUND,coyote
56M8U5A5,mountain lion,mountain lion,15,3592.0,FOUND,mountain lion
56M8U5A5,mountain goat,mountain goat,16,3113.0,FOUND,mountain goat
56M8U5A5,pig,pig,17,1361.0,FOUND,pig
56M8U5A5,horse,horse,18,1945.0,FOUND,horse
56M8U5A5,peacock,peacock,19,6347.0,FOUND,peacock
56M8U5A5,dolphin,dolphin,20,4716.0,FOUND,dolphin
56M8U5A5,whale,whale,21,1283.0,FOUND,whale
56M8U5A5,jellyfish,jellyfish,22,4024.0,FOUND,jellyfish
5K82MZW1,bird,bird,1,2179.0,FOUND,bird
5K82MZW1,dog,dog,2,1042.0,FOUND,dog
5K82MZW1,cat,cat,3,1618.0,FOUND,cat
5K82MZW1,bug,bug,4,1323.0,FOUND,bug
5K82MZW1,snail,snail,5,1218.0,FOUND,snail
5K82MZW1,mollusk,mollusk,6,1391.0,FOUND,mollusk
5K82MZW1,clam,clam,7,3133.0,FOUND,clam
5K82MZW1,tiger,tiger,8,2449.0,FOUND,tiger
5K82MZW1,lion,lion,9,1009.0,FOUND,lion
5K82MZW1,girrafe,giraffe,10,2290.0,FOUND,giraffe
5K82MZW1,elephant,elephant,11,1459.0,FOUND,elephant
5K82MZW1,rhino,rhino,12,1569.0,FOUND,rhino
5K82MZW1,panda,panda,13,1158.0,FOUND,panda
5K82MZW1,grizzly,grizzly,14,2441.0,FOUND,grizzly
5K82MZW1,polar bear,polar bear,15,1650.0,FOUND,polar bear
5K82MZW1,red panda,red panda,16,3398.0,FOUND,red panda
5K82MZW1,snake,snake,17,2592.0,FOUND,snake
5K82MZW1,lizard,lizard,18,1995.0,FOUND,lizard
5K82MZW1,salamander,salamander,19,2689.0,FOUND,salamander
5K82MZW1,frog,frog,20,1657.0,FOUND,frog
5K82MZW1,spider,spider,21,5300.0,FOUND,spider
5K82MZW1,dingo,dingo,22,4859.0,FOUND,dingo
5K82MZW1,kangaroo,kangaroo,23,1749.0,FOUND,kangaroo
5K82MZW1,koala,koala,24,2038.0,FOUND,koala
5K82MZW1,penguin,penguin,25,7103.0,FOUND,penguin
64LRAXDJ,Hermit crabs,hermit crabs,1,2016.6,REPLACE,hermit crab
64LRAXDJ,Fish,fish,2,1211.6,FOUND,fish
64LRAXDJ,Tamarins,tamarins,3,3514.2,REPLACE,tamarin
64LRAXDJ,Macaws,macaws,4,1941.3,REPLACE,macaw
64LRAXDJ,Caymans,caiman,5,1541.9,FOUND,caiman
64LRAXDJ,Lizards,lizards,6,2229.5,REPLACE,lizard
64LRAXDJ,Snakes,snakes,7,928.3,REPLACE,snake
64LRAXDJ,Dogs,dogs,8,939.0,FOUND,dogs
64LRAXDJ,Cats,cats,9,777.7,REPLACE,cat
64LRAXDJ,Monkeys,monkeys,10,3423.8,FOUND,monkeys
64LRAXDJ,Giraffe,giraffe,11,2720.9,FOUND,giraffe
64LRAXDJ,Elephant,elephant,12,1601.4,FOUND,elephant
64LRAXDJ,Cheeta,cheetah,13,1087.2,FOUND,cheetah
64LRAXDJ,Panther,panther,14,1540.0,FOUND,panther
64LRAXDJ,Puma,puma,15,1251.7,FOUND,puma
64LRAXDJ,Lion,lion,16,3118.1,FOUND,lion
64LRAXDJ,Gazelle,gazelle,17,1697.0,FOUND,gazelle
64LRAXDJ,Mouse,mouse,18,3088.4,FOUND,mouse
64LRAXDJ,Mice,mice,19,738.2,FOUND,mice
64LRAXDJ,Rat,rat,20,866.6,FOUND,rat
64LRAXDJ,Iguana,iguana,21,4657.4,FOUND,iguana
64LRAXDJ,Opossum,opossum,22,3668.1,FOUND,opossum
64LRAXDJ,Squirrel,squirrel,23,1553.3,FOUND,squirrel
64LRAXDJ,Skunk,skunk,24,1546.5,FOUND,skunk
64LRAXDJ,Pigeon,pigeon,25,2858.1,FOUND,pigeon
64LRAXDJ,Ant,ant,26,2756.5,FOUND,ant
64LRAXDJ,Bees,bees,27,3533.9,REPLACE,bee
64LRAXDJ,Hummingbirds,hummingbirds,28,2504.6,REPLACE,hummingbird
6CDVQX7L,binturong,binturong,1,2279.0,FOUND,binturong
6CDVQX7L,cheetah,cheetah,2,1483.0,FOUND,cheetah
6CDVQX7L,coati,coati,3,1235.0,FOUND,coati
6CDVQX7L,dog,dog,4,716.0,FOUND,dog
6CDVQX7L,cat,cat,5,565.0,FOUND,cat
6CDVQX7L,walrus,walrus,6,1536.0,FOUND,walrus
6CDVQX7L,sea lion,sea lion,7,2841.0,FOUND,sea lion
6CDVQX7L,cow,cow,8,544.0,FOUND,cow
6CDVQX7L,duck,duck,9,981.0,FOUND,duck
6CDVQX7L,salmon,salmon,10,2137.0,FOUND,salmon
6CDVQX7L,clownfish,clownfish,11,3310.0,FOUND,clownfish
6CDVQX7L,rhino,rhino,12,2360.0,FOUND,rhino
6CDVQX7L,lion,lion,13,911.0,FOUND,lion
6CDVQX7L,zebra,zebra,14,1319.0,FOUND,zebra
6CDVQX7L,orangutan,orangutan,15,2754.0,FOUND,orangutan
6CDVQX7L,clouded leopard,clouded leopard,16,2108.0,EXCLUDE,EXCLUDE
6CDVQX7L,shrew,shrew,17,1237.0,FOUND,shrew
6CDVQX7L,mole,mole,18,696.0,FOUND,mole
6CDVQX7L,snail,snail,19,2408.0,FOUND,snail
6CDVQX7L,african wild dog,african wild dog,20,6509.0,FOUND,african wild dog
6CDVQX7L,whale,whale,21,1066.0,FOUND,whale
6CDVQX7L,blobfish,blobfish,22,3006.0,FOUND,blobfish
6CDVQX7L,eel,eel,23,2812.0,FOUND,eel
6CDVQX7L,shark,shark,24,2019.0,FOUND,shark
6CDVQX7L,penguin,penguin,25,2338.0,FOUND,penguin
6CDVQX7L,peacock,peacock,26,1709.0,FOUND,peacock
6CDVQX7L,chimpanzee,chimpanzee,27,5237.0,FOUND,chimpanzee
6CDVQX7L,bat,bat,28,783.0,FOUND,bat
